destination,date,passengers
LONDON HEATHROW,2006-11-01,1618
WIEN-SCHWECHAT,2006-10-01,2299
GENEVA,2006-10-01,1341
ZURICH,2006-10-01,2998
FRANKFURT/MAIN,2006-10-01,5946
SAARBRUECKEN,2006-10-01,1548
BERLIN-TEGEL,2006-10-01,1206
KOBENHAVN/KASTRUP,2006-10-01,4028
IRAKLION/NIKOS KAZANTZAKIS,2006-10-01,1751
GRAN CANARIA,2006-10-01,1829
TENERIFE SUR/REINA SOFIA,2006-10-01,1504
ADOLFO SUAREZ MADRID-BARAJAS,2006-10-01,1450
PALMA DE MALLORCA,2006-10-01,3354
NICE-COTE D'AZUR,2006-10-01,946
PARIS-CHARLES DE GAULLE,2006-10-01,6135
MILANO/MALPENSA,2006-10-01,2357
ROMA/FIUMICINO,2006-10-01,1999
AMSTERDAM/SCHIPHOL,2006-10-01,3070
PORTO,2006-10-01,2701
LISBOA,2006-10-01,1187
MONASTIR/HABIB BOURGUIBA,2006-10-01,1499
DJERBA/ZARZIS,2006-10-01,1845
LONDON GATWICK,2006-10-01,2542
LONDON/CITY,2006-10-01,4583
LONDON HEATHROW,2006-10-01,1612
WIEN-SCHWECHAT,2006-09-01,2170
GENEVA,2006-09-01,1354
ZURICH,2006-09-01,3349
FRANKFURT/MAIN,2006-09-01,6175
SAARBRUECKEN,2006-09-01,1547
BERLIN-TEGEL,2006-09-01,1273
KOBENHAVN/KASTRUP,2006-09-01,3670
IRAKLION/NIKOS KAZANTZAKIS,2006-09-01,2740
GRAN CANARIA,2006-09-01,1554
TENERIFE SUR/REINA SOFIA,2006-09-01,1632
ADOLFO SUAREZ MADRID-BARAJAS,2006-09-01,1519
PALMA DE MALLORCA,2006-09-01,5912
NICE-COTE D'AZUR,2006-09-01,1261
PARIS-CHARLES DE GAULLE,2006-09-01,6002
MILANO/MALPENSA,2006-09-01,2134
ROMA/FIUMICINO,2006-09-01,1962
AMSTERDAM/SCHIPHOL,2006-09-01,3410
PORTO,2006-09-01,4130
LISBOA,2006-09-01,2037
MONASTIR/HABIB BOURGUIBA,2006-09-01,1722
DJERBA/ZARZIS,2006-09-01,2038
LONDON GATWICK,2006-09-01,2398
LONDON/CITY,2006-09-01,4474
LONDON HEATHROW,2006-09-01,1673
WIEN-SCHWECHAT,2006-08-01,1916
GENEVA,2006-08-01,794
ZURICH,2006-08-01,3229
FRANKFURT/MAIN,2006-08-01,4937
SAARBRUECKEN,2006-08-01,1187
BERLIN-TEGEL,2006-08-01,970
KOBENHAVN/KASTRUP,2006-08-01,2891
IRAKLION/NIKOS KAZANTZAKIS,2006-08-01,3000
GRAN CANARIA,2006-08-01,1741
TENERIFE SUR/REINA SOFIA,2006-08-01,1694
ADOLFO SUAREZ MADRID-BARAJAS,2006-08-01,1099
PALMA DE MALLORCA,2006-08-01,6941
NICE-COTE D'AZUR,2006-08-01,1344
PARIS-CHARLES DE GAULLE,2006-08-01,3909
MILANO/MALPENSA,2006-08-01,1334
ROMA/FIUMICINO,2006-08-01,1562
AMSTERDAM/SCHIPHOL,2006-08-01,2545
PORTO,2006-08-01,6988
LISBOA,2006-08-01,2202
MONASTIR/HABIB BOURGUIBA,2006-08-01,2669
DJERBA/ZARZIS,2006-08-01,3774
LONDON GATWICK,2006-08-01,2095
LONDON/CITY,2006-08-01,3325
LONDON HEATHROW,2006-08-01,1568
WIEN-SCHWECHAT,2006-07-01,1756
GENEVA,2006-07-01,944
ZURICH,2006-07-01,2517
FRANKFURT/MAIN,2006-07-01,4135
SAARBRUECKEN,2006-07-01,1315
BERLIN-TEGEL,2006-07-01,1158
KOBENHAVN/KASTRUP,2006-07-01,3071
IRAKLION/NIKOS KAZANTZAKIS,2006-07-01,2147
GRAN CANARIA,2006-07-01,1590
TENERIFE SUR/REINA SOFIA,2006-07-01,1629
ADOLFO SUAREZ MADRID-BARAJAS,2006-07-01,1405
PALMA DE MALLORCA,2006-07-01,6053
NICE-COTE D'AZUR,2006-07-01,1264
PARIS-CHARLES DE GAULLE,2006-07-01,4738
MILANO/MALPENSA,2006-07-01,1723
ROMA/FIUMICINO,2006-07-01,1571
AMSTERDAM/SCHIPHOL,2006-07-01,2760
PORTO,2006-07-01,2419
LISBOA,2006-07-01,1121
MONASTIR/HABIB BOURGUIBA,2006-07-01,2067
DJERBA/ZARZIS,2006-07-01,3162
LONDON GATWICK,2006-07-01,2123
LONDON/CITY,2006-07-01,3976
LONDON HEATHROW,2006-07-01,1599
WIEN-SCHWECHAT,2006-06-01,2359
GENEVA,2006-06-01,1333
ZURICH,2006-06-01,2687
FRANKFURT/MAIN,2006-06-01,5568
SAARBRUECKEN,2006-06-01,1440
BERLIN-TEGEL,2006-06-01,1235
KOBENHAVN/KASTRUP,2006-06-01,3821
IRAKLION/NIKOS KAZANTZAKIS,2006-06-01,1792
GRAN CANARIA,2006-06-01,1363
TENERIFE SUR/REINA SOFIA,2006-06-01,947
ADOLFO SUAREZ MADRID-BARAJAS,2006-06-01,1637
PALMA DE MALLORCA,2006-06-01,4567
NICE-COTE D'AZUR,2006-06-01,1337
PARIS-CHARLES DE GAULLE,2006-06-01,6208
MILANO/MALPENSA,2006-06-01,2101
ROMA/FIUMICINO,2006-06-01,1842
AMSTERDAM/SCHIPHOL,2006-06-01,3505
PORTO,2006-06-01,3066
LISBOA,2006-06-01,1459
MONASTIR/HABIB BOURGUIBA,2006-06-01,1345
DJERBA/ZARZIS,2006-06-01,2187
LONDON GATWICK,2006-06-01,2541
LONDON/CITY,2006-06-01,4642
LONDON HEATHROW,2006-06-01,1609
WIEN-SCHWECHAT,2006-05-01,2390
GENEVA,2006-05-01,1435
ZURICH,2006-05-01,2830
FRANKFURT/MAIN,2006-05-01,5484
SAARBRUECKEN,2006-05-01,1694
BERLIN-TEGEL,2006-05-01,1311
KOBENHAVN/KASTRUP,2006-05-01,3844
IRAKLION/NIKOS KAZANTZAKIS,2006-05-01,1171
GRAN CANARIA,2006-05-01,1588
TENERIFE SUR/REINA SOFIA,2006-05-01,1176
ADOLFO SUAREZ MADRID-BARAJAS,2006-05-01,1597
PALMA DE MALLORCA,2006-05-01,3003
NICE-COTE D'AZUR,2006-05-01,1177
PARIS-CHARLES DE GAULLE,2006-05-01,6170
MILANO/MALPENSA,2006-05-01,2090
ROMA/FIUMICINO,2006-05-01,1916
AMSTERDAM/SCHIPHOL,2006-05-01,3446
PORTO,2006-05-01,3040
LISBOA,2006-05-01,1640
MONASTIR/HABIB BOURGUIBA,2006-05-01,1116
DJERBA/ZARZIS,2006-05-01,2022
LONDON GATWICK,2006-05-01,2372
LONDON/CITY,2006-05-01,4613
LONDON HEATHROW,2006-05-01,1730
WIEN-SCHWECHAT,2006-04-01,2158
GENEVA,2006-04-01,1141
ZURICH,2006-04-01,2628
FRANKFURT/MAIN,2006-04-01,5232
SAARBRUECKEN,2006-04-01,1206
BERLIN-TEGEL,2006-04-01,1201
KOBENHAVN/KASTRUP,2006-04-01,3302
IRAKLION/NIKOS KAZANTZAKIS,2006-04-01,559
GRAN CANARIA,2006-04-01,1815
TENERIFE SUR/REINA SOFIA,2006-04-01,1850
ADOLFO SUAREZ MADRID-BARAJAS,2006-04-01,1490
PALMA DE MALLORCA,2006-04-01,2457
NICE-COTE D'AZUR,2006-04-01,1049
PARIS-CHARLES DE GAULLE,2006-04-01,5638
MILANO/MALPENSA,2006-04-01,1582
ROMA/FIUMICINO,2006-04-01,1787
AMSTERDAM/SCHIPHOL,2006-04-01,3050
PORTO,2006-04-01,3761
LISBOA,2006-04-01,1834
MONASTIR/HABIB BOURGUIBA,2006-04-01,1513
DJERBA/ZARZIS,2006-04-01,2625
LONDON GATWICK,2006-04-01,1840
LONDON/CITY,2006-04-01,4142
LONDON HEATHROW,2006-04-01,1683
WIEN-SCHWECHAT,2006-03-01,2165
GENEVA,2006-03-01,1636
ZURICH,2006-03-01,2645
FRANKFURT/MAIN,2006-03-01,5452
SAARBRUECKEN,2006-03-01,1379
BERLIN-TEGEL,2006-03-01,1200
KOBENHAVN/KASTRUP,2006-03-01,3379
GRAN CANARIA,2006-03-01,1918
TENERIFE SUR/REINA SOFIA,2006-03-01,1353
ADOLFO SUAREZ MADRID-BARAJAS,2006-03-01,1563
PALMA DE MALLORCA,2006-03-01,474
NICE-COTE D'AZUR,2006-03-01,921
PARIS-CHARLES DE GAULLE,2006-03-01,6296
MILANO/MALPENSA,2006-03-01,1893
ROMA/FIUMICINO,2006-03-01,1482
AMSTERDAM/SCHIPHOL,2006-03-01,3387
PORTO,2006-03-01,2632
LISBOA,2006-03-01,1260
MONASTIR/HABIB BOURGUIBA,2006-03-01,1051
DJERBA/ZARZIS,2006-03-01,1006
LONDON GATWICK,2006-03-01,1770
LONDON/CITY,2006-03-01,4383
LONDON HEATHROW,2006-03-01,1834
WIEN-SCHWECHAT,2006-02-01,1709
GENEVA,2006-02-01,1148
ZURICH,2006-02-01,1897
FRANKFURT/MAIN,2006-02-01,4657
SAARBRUECKEN,2006-02-01,1168
BERLIN-TEGEL,2006-02-01,853
KOBENHAVN/KASTRUP,2006-02-01,2895
GRAN CANARIA,2006-02-01,1083
TENERIFE SUR/REINA SOFIA,2006-02-01,1146
ADOLFO SUAREZ MADRID-BARAJAS,2006-02-01,1204
PALMA DE MALLORCA,2006-02-01,258
NICE-COTE D'AZUR,2006-02-01,714
PARIS-CHARLES DE GAULLE,2006-02-01,5156
MILANO/MALPENSA,2006-02-01,1540
ROMA/FIUMICINO,2006-02-01,1029
AMSTERDAM/SCHIPHOL,2006-02-01,2792
PORTO,2006-02-01,1827
LISBOA,2006-02-01,905
MONASTIR/HABIB BOURGUIBA,2006-02-01,639
DJERBA/ZARZIS,2006-02-01,824
LONDON GATWICK,2006-02-01,1345
LONDON/CITY,2006-02-01,3896
LONDON HEATHROW,2006-02-01,1487
WIEN-SCHWECHAT,2006-01-01,1777
GENEVA,2006-01-01,1075
ZURICH,2006-01-01,2145
FRANKFURT/MAIN,2006-01-01,5100
SAARBRUECKEN,2006-01-01,1140
BERLIN-TEGEL,2006-01-01,1050
KOBENHAVN/KASTRUP,2006-01-01,3138
GRAN CANARIA,2006-01-01,1644
TENERIFE SUR/REINA SOFIA,2006-01-01,1369
ADOLFO SUAREZ MADRID-BARAJAS,2006-01-01,1537
PALMA DE MALLORCA,2006-01-01,277
NICE-COTE D'AZUR,2006-01-01,829
PARIS-CHARLES DE GAULLE,2006-01-01,5639
MILANO/MALPENSA,2006-01-01,1079
ROMA/FIUMICINO,2006-01-01,1114
AMSTERDAM/SCHIPHOL,2006-01-01,2592
PORTO,2006-01-01,4988
LISBOA,2006-01-01,1231
MONASTIR/HABIB BOURGUIBA,2006-01-01,520
DJERBA/ZARZIS,2006-01-01,754
LONDON GATWICK,2006-01-01,1259
LONDON/CITY,2006-01-01,3466
LONDON HEATHROW,2006-01-01,1569
WIEN-SCHWECHAT,2005-12-01,1966
GENEVA,2005-12-01,1114
ZURICH,2005-12-01,2110
FRANKFURT/MAIN,2005-12-01,4791
SAARBRUECKEN,2005-12-01,1092
BERLIN-TEGEL,2005-12-01,1039
KOBENHAVN/KASTRUP,2005-12-01,1410
GRAN CANARIA,2005-12-01,975
TENERIFE SUR/REINA SOFIA,2005-12-01,1249
ADOLFO SUAREZ MADRID-BARAJAS,2005-12-01,1235
PALMA DE MALLORCA,2005-12-01,162
NICE-COTE D'AZUR,2005-12-01,618
PARIS-CHARLES DE GAULLE,2005-12-01,5355
ROMA/FIUMICINO,2005-12-01,1341
AMSTERDAM/SCHIPHOL,2005-12-01,2867
PORTO,2005-12-01,3141
LISBOA,2005-12-01,1582
MONASTIR/HABIB BOURGUIBA,2005-12-01,437
DJERBA/ZARZIS,2005-12-01,108
LONDON GATWICK,2005-12-01,1562
LONDON/CITY,2005-12-01,3803
LONDON HEATHROW,2005-12-01,2380
WIEN-SCHWECHAT,2005-11-01,2099
GENEVA,2005-11-01,1614
ZURICH,2005-11-01,2608
FRANKFURT/MAIN,2005-11-01,5722
SAARBRUECKEN,2005-11-01,1428
BERLIN-TEGEL,2005-11-01,1206
KOBENHAVN/KASTRUP,2005-11-01,1367
IRAKLION/NIKOS KAZANTZAKIS,2005-11-01,279
GRAN CANARIA,2005-11-01,1315
TENERIFE SUR/REINA SOFIA,2005-11-01,1452
ADOLFO SUAREZ MADRID-BARAJAS,2005-11-01,1731
PALMA DE MALLORCA,2005-11-01,563
NICE-COTE D'AZUR,2005-11-01,810
PARIS-CHARLES DE GAULLE,2005-11-01,6276
BERGAMO/ORIO AL SERIO,2005-11-01,0
ROMA/FIUMICINO,2005-11-01,1648
AMSTERDAM/SCHIPHOL,2005-11-01,3417
PORTO,2005-11-01,2373
LISBOA,2005-11-01,946
MONASTIR/HABIB BOURGUIBA,2005-11-01,1040
DJERBA/ZARZIS,2005-11-01,1367
LONDON GATWICK,2005-11-01,1520
LONDON/CITY,2005-11-01,3970
LONDON HEATHROW,2005-11-01,1837
WIEN-SCHWECHAT,2005-10-01,2296
GENEVA,2005-10-01,1182
ZURICH,2005-10-01,1971
FRANKFURT/MAIN,2005-10-01,6278
SAARBRUECKEN,2005-10-01,1529
BERLIN-TEGEL,2005-10-01,1156
KOBENHAVN/KASTRUP,2005-10-01,1350
IRAKLION/NIKOS KAZANTZAKIS,2005-10-01,1316
GRAN CANARIA,2005-10-01,1781
TENERIFE SUR/REINA SOFIA,2005-10-01,1316
ADOLFO SUAREZ MADRID-BARAJAS,2005-10-01,1574
PALMA DE MALLORCA,2005-10-01,3971
NICE-COTE D'AZUR,2005-10-01,1277
PARIS-CHARLES DE GAULLE,2005-10-01,6200
BERGAMO/ORIO AL SERIO,2005-10-01,1739
ROMA/FIUMICINO,2005-10-01,1373
AMSTERDAM/SCHIPHOL,2005-10-01,2989
PORTO,2005-10-01,1349
LISBOA,2005-10-01,2579
MONASTIR/HABIB BOURGUIBA,2005-10-01,1464
DJERBA/ZARZIS,2005-10-01,2000
LONDON GATWICK,2005-10-01,1536
LONDON/CITY,2005-10-01,4056
LONDON HEATHROW,2005-10-01,1723
WIEN-SCHWECHAT,2005-09-01,2288
GENEVA,2005-09-01,1253
ZURICH,2005-09-01,2407
FRANKFURT/MAIN,2005-09-01,6099
SAARBRUECKEN,2005-09-01,1531
BERLIN-TEGEL,2005-09-01,1317
KOBENHAVN/KASTRUP,2005-09-01,1494
IRAKLION/NIKOS KAZANTZAKIS,2005-09-01,2226
GRAN CANARIA,2005-09-01,1668
TENERIFE SUR/REINA SOFIA,2005-09-01,1249
ADOLFO SUAREZ MADRID-BARAJAS,2005-09-01,1724
PALMA DE MALLORCA,2005-09-01,6242
NICE-COTE D'AZUR,2005-09-01,1554
PARIS-CHARLES DE GAULLE,2005-09-01,6209
BERGAMO/ORIO AL SERIO,2005-09-01,1977
ROMA/FIUMICINO,2005-09-01,1420
AMSTERDAM/SCHIPHOL,2005-09-01,3183
PORTO,2005-09-01,3017
LISBOA,2005-09-01,3796
MONASTIR/HABIB BOURGUIBA,2005-09-01,1555
DJERBA/ZARZIS,2005-09-01,2141
LONDON GATWICK,2005-09-01,1597
LONDON/CITY,2005-09-01,4034
LONDON HEATHROW,2005-09-01,2058
WIEN-SCHWECHAT,2005-08-01,2175
GENEVA,2005-08-01,766
ZURICH,2005-08-01,2199
FRANKFURT/MAIN,2005-08-01,5920
SAARBRUECKEN,2005-08-01,1302
BERLIN-TEGEL,2005-08-01,1118
KOBENHAVN/KASTRUP,2005-08-01,1373
IRAKLION/NIKOS KAZANTZAKIS,2005-08-01,2620
GRAN CANARIA,2005-08-01,1669
TENERIFE SUR/REINA SOFIA,2005-08-01,1738
ADOLFO SUAREZ MADRID-BARAJAS,2005-08-01,1399
PALMA DE MALLORCA,2005-08-01,7472
NICE-COTE D'AZUR,2005-08-01,1587
PARIS-CHARLES DE GAULLE,2005-08-01,4123
BERGAMO/ORIO AL SERIO,2005-08-01,1100
ROMA/FIUMICINO,2005-08-01,1118
AMSTERDAM/SCHIPHOL,2005-08-01,3124
PORTO,2005-08-01,6382
LISBOA,2005-08-01,4025
MONASTIR/HABIB BOURGUIBA,2005-08-01,2028
DJERBA/ZARZIS,2005-08-01,2016
LONDON GATWICK,2005-08-01,1524
LONDON/CITY,2005-08-01,3121
LONDON HEATHROW,2005-08-01,2146
WIEN-SCHWECHAT,2005-07-01,2082
GENEVA,2005-07-01,981
ZURICH,2005-07-01,1787
FRANKFURT/MAIN,2005-07-01,4849
SAARBRUECKEN,2005-07-01,1332
BERLIN-TEGEL,2005-07-01,1008
KOBENHAVN/KASTRUP,2005-07-01,1313
IRAKLION/NIKOS KAZANTZAKIS,2005-07-01,1905
GRAN CANARIA,2005-07-01,1510
TENERIFE SUR/REINA SOFIA,2005-07-01,1376
ADOLFO SUAREZ MADRID-BARAJAS,2005-07-01,1374
PALMA DE MALLORCA,2005-07-01,5599
NICE-COTE D'AZUR,2005-07-01,1378
PARIS-CHARLES DE GAULLE,2005-07-01,5140
BERGAMO/ORIO AL SERIO,2005-07-01,1470
ROMA/FIUMICINO,2005-07-01,1204
AMSTERDAM/SCHIPHOL,2005-07-01,2963
PORTO,2005-07-01,1807
LISBOA,2005-07-01,1983
MONASTIR/HABIB BOURGUIBA,2005-07-01,2260
DJERBA/ZARZIS,2005-07-01,2046
LONDON GATWICK,2005-07-01,1635
LONDON/CITY,2005-07-01,3841
LONDON HEATHROW,2005-07-01,1628
WIEN-SCHWECHAT,2005-06-01,2475
GENEVA,2005-06-01,1445
ZURICH,2005-06-01,2096
FRANKFURT/MAIN,2005-06-01,6031
SAARBRUECKEN,2005-06-01,1531
BERLIN-TEGEL,2005-06-01,1225
KOBENHAVN/KASTRUP,2005-06-01,2072
IRAKLION/NIKOS KAZANTZAKIS,2005-06-01,1286
GRAN CANARIA,2005-06-01,1138
TENERIFE SUR/REINA SOFIA,2005-06-01,917
ADOLFO SUAREZ MADRID-BARAJAS,2005-06-01,1548
PALMA DE MALLORCA,2005-06-01,3842
NICE-COTE D'AZUR,2005-06-01,1463
PARIS-CHARLES DE GAULLE,2005-06-01,6348
BERGAMO/ORIO AL SERIO,2005-06-01,1909
ROMA/FIUMICINO,2005-06-01,1455
AMSTERDAM/SCHIPHOL,2005-06-01,3367
PORTO,2005-06-01,1332
LISBOA,2005-06-01,2733
MONASTIR/HABIB BOURGUIBA,2005-06-01,1148
DJERBA/ZARZIS,2005-06-01,1927
LONDON GATWICK,2005-06-01,1790
LONDON/CITY,2005-06-01,4504
LONDON HEATHROW,2005-06-01,1597
WIEN-SCHWECHAT,2005-05-01,2402
GENEVA,2005-05-01,1219
ZURICH,2005-05-01,2045
FRANKFURT/MAIN,2005-05-01,5897
SAARBRUECKEN,2005-05-01,1400
BERLIN-TEGEL,2005-05-01,1430
KOBENHAVN/KASTRUP,2005-05-01,2029
IRAKLION/NIKOS KAZANTZAKIS,2005-05-01,1562
GRAN CANARIA,2005-05-01,1731
TENERIFE SUR/REINA SOFIA,2005-05-01,876
ADOLFO SUAREZ MADRID-BARAJAS,2005-05-01,1773
PALMA DE MALLORCA,2005-05-01,3839
NICE-COTE D'AZUR,2005-05-01,1710
PARIS-CHARLES DE GAULLE,2005-05-01,5843
BERGAMO/ORIO AL SERIO,2005-05-01,2210
ROMA/FIUMICINO,2005-05-01,1445
AMSTERDAM/SCHIPHOL,2005-05-01,3350
PORTO,2005-05-01,1746
LISBOA,2005-05-01,3013
MONASTIR/HABIB BOURGUIBA,2005-05-01,1484
DJERBA/ZARZIS,2005-05-01,2068
LONDON GATWICK,2005-05-01,1604
LONDON/CITY,2005-05-01,4261
LONDON HEATHROW,2005-05-01,1708
WIEN-SCHWECHAT,2005-04-01,2332
GENEVA,2005-04-01,1192
ZURICH,2005-04-01,2377
FRANKFURT/MAIN,2005-04-01,6996
SAARBRUECKEN,2005-04-01,1284
BERLIN-TEGEL,2005-04-01,1145
KOBENHAVN/KASTRUP,2005-04-01,1993
IRAKLION/NIKOS KAZANTZAKIS,2005-04-01,750
GRAN CANARIA,2005-04-01,1620
TENERIFE SUR/REINA SOFIA,2005-04-01,1829
ADOLFO SUAREZ MADRID-BARAJAS,2005-04-01,1730
PALMA DE MALLORCA,2005-04-01,2501
NICE-COTE D'AZUR,2005-04-01,1280
PARIS-CHARLES DE GAULLE,2005-04-01,6441
BERGAMO/ORIO AL SERIO,2005-04-01,2002
ROMA/FIUMICINO,2005-04-01,1523
AMSTERDAM/SCHIPHOL,2005-04-01,3705
PORTO,2005-04-01,1519
LISBOA,2005-04-01,3443
MONASTIR/HABIB BOURGUIBA,2005-04-01,1684
DJERBA/ZARZIS,2005-04-01,2058
LONDON GATWICK,2005-04-01,1454
LONDON/CITY,2005-04-01,4178
LONDON HEATHROW,2005-04-01,1456
WIEN-SCHWECHAT,2005-03-01,2129
GENEVA,2005-03-01,1506
ZURICH,2005-03-01,1972
FRANKFURT/MAIN,2005-03-01,5762
SAARBRUECKEN,2005-03-01,1000
BERLIN-TEGEL,2005-03-01,1130
KOBENHAVN/KASTRUP,2005-03-01,1802
GRAN CANARIA,2005-03-01,1330
TENERIFE SUR/REINA SOFIA,2005-03-01,1082
ADOLFO SUAREZ MADRID-BARAJAS,2005-03-01,1520
PALMA DE MALLORCA,2005-03-01,860
NICE-COTE D'AZUR,2005-03-01,1161
PARIS-CHARLES DE GAULLE,2005-03-01,5856
BERGAMO/ORIO AL SERIO,2005-03-01,1595
ROMA/FIUMICINO,2005-03-01,999
AMSTERDAM/SCHIPHOL,2005-03-01,2873
PORTO,2005-03-01,1450
LISBOA,2005-03-01,2926
MONASTIR/HABIB BOURGUIBA,2005-03-01,891
DJERBA/ZARZIS,2005-03-01,982
LONDON GATWICK,2005-03-01,1430
LONDON/CITY,2005-03-01,4046
LONDON HEATHROW,2005-03-01,1459
WIEN-SCHWECHAT,2005-02-01,1843
GENEVA,2005-02-01,1140
ZURICH,2005-02-01,1631
FRANKFURT/MAIN,2005-02-01,5180
SAARBRUECKEN,2005-02-01,1143
BERLIN-TEGEL,2005-02-01,912
KOBENHAVN/KASTRUP,2005-02-01,1442
GRAN CANARIA,2005-02-01,1833
TENERIFE SUR/REINA SOFIA,2005-02-01,1452
ADOLFO SUAREZ MADRID-BARAJAS,2005-02-01,1296
PALMA DE MALLORCA,2005-02-01,458
NICE-COTE D'AZUR,2005-02-01,897
PARIS-CHARLES DE GAULLE,2005-02-01,4933
BERGAMO/ORIO AL SERIO,2005-02-01,1377
ROMA/FIUMICINO,2005-02-01,869
AMSTERDAM/SCHIPHOL,2005-02-01,2776
PORTO,2005-02-01,1268
LISBOA,2005-02-01,2272
MONASTIR/HABIB BOURGUIBA,2005-02-01,748
DJERBA/ZARZIS,2005-02-01,1405
LONDON GATWICK,2005-02-01,1198
LONDON/CITY,2005-02-01,3541
LONDON HEATHROW,2005-02-01,1281
WIEN-SCHWECHAT,2005-01-01,1758
GENEVA,2005-01-01,1083
ZURICH,2005-01-01,1729
FRANKFURT/MAIN,2005-01-01,5391
SAARBRUECKEN,2005-01-01,863
BERLIN-TEGEL,2005-01-01,1016
KOBENHAVN/KASTRUP,2005-01-01,1530
GRAN CANARIA,2005-01-01,1561
TENERIFE SUR/REINA SOFIA,2005-01-01,1493
ADOLFO SUAREZ MADRID-BARAJAS,2005-01-01,1394
PALMA DE MALLORCA,2005-01-01,394
NICE-COTE D'AZUR,2005-01-01,882
PARIS-CHARLES DE GAULLE,2005-01-01,5414
BERGAMO/ORIO AL SERIO,2005-01-01,1334
ROMA/FIUMICINO,2005-01-01,780
AMSTERDAM/SCHIPHOL,2005-01-01,2371
PORTO,2005-01-01,3421
LISBOA,2005-01-01,2957
MONASTIR/HABIB BOURGUIBA,2005-01-01,901
DJERBA/ZARZIS,2005-01-01,747
LONDON GATWICK,2005-01-01,1120
LONDON/CITY,2005-01-01,2934
LONDON HEATHROW,2005-01-01,1228
